date,timestamp,value
2023/4/6 21:22,1680787322,14770749.15
2023/4/6 21:24,1680787442,17579820.95
2023/4/6 21:26,1680787562,18981827.28
2023/4/6 21:28,1680787682,20147438.62
2023/4/6 21:30,1680787802,18872123.47
2023/4/6 21:32,1680787922,19019717.13
2023/4/6 21:34,1680788042,20275803.05
2023/4/6 21:36,1680788162,19975638.12
2023/4/6 21:38,1680788282,19479116.33
2023/4/6 21:40,1680788402,18790374.13
2023/4/6 21:42,1680788522,18543768.8
2023/4/6 21:44,1680788642,16707976.8
2023/4/6 21:46,1680788762,4133461.35
2023/4/6 21:48,1680788882,4809333.983
2023/4/6 21:50,1680789002,4758718.302
2023/4/6 21:52,1680789122,4070858.967
2023/4/6 21:54,1680789242,4363229.967
2023/4/6 21:56,1680789362,4351963.2
2023/4/6 21:58,1680789482,4401973.083
2023/4/6 22:00,1680789602,4522503.433
2023/4/6 22:02,1680789722,3441879.367
2023/4/6 22:04,1680789842,3577499.467
2023/4/6 22:06,1680789962,4166582.267
2023/4/6 22:08,1680790082,3788116.667
2023/4/6 22:10,1680790202,3597190.7
2023/4/6 22:12,1680790322,4305729.35
2023/4/6 22:14,1680790442,3496596.767
2023/4/6 22:16,1680790562,3728960.1
2023/4/6 22:18,1680790682,3933322.483
2023/4/6 22:20,1680790802,3568559.85
2023/4/6 22:22,1680790922,3239349.617
2023/4/6 22:24,1680791042,3541255.817
2023/4/6 22:26,1680791162,3263875.183
2023/4/6 22:28,1680791282,3975380.9
2023/4/6 22:30,1680791402,3890512.1
2023/4/6 22:32,1680791522,3071097.1
2023/4/6 22:34,1680791642,3620940.833
2023/4/6 22:36,1680791762,4440871.237
2023/4/6 22:38,1680791882,3397163.233
2023/4/6 22:40,1680792002,3324388.4
2023/4/6 22:42,1680792122,2929884.55
2023/4/6 22:44,1680792242,3179495.433
2023/4/6 22:46,1680792362,3134499.3
2023/4/6 22:48,1680792482,3468296.467
2023/4/6 22:50,1680792602,3170707.65
2023/4/6 22:52,1680792722,3448298.05
2023/4/6 22:54,1680792842,3327911.033
2023/4/6 22:56,1680792962,2667366.75
2023/4/6 22:58,1680793082,3125080.333
2023/4/6 23:00,1680793202,3108926.55
2023/4/6 23:02,1680793322,2528090.067
2023/4/6 23:04,1680793442,3368187.7
2023/4/6 23:06,1680793562,2835118.133
2023/4/6 23:08,1680793682,2897809.167
2023/4/6 23:10,1680793802,2625389.05
2023/4/6 23:12,1680793922,2780146.233
2023/4/6 23:14,1680794042,3018441.217
2023/4/6 23:16,1680794162,2993058.483
2023/4/6 23:18,1680794282,2273472.85
2023/4/6 23:20,1680794402,1950588.05
2023/4/6 23:22,1680794522,2810093.717
2023/4/6 23:24,1680794642,2718902.533
2023/4/6 23:26,1680794762,2374986.8
2023/4/6 23:28,1680794882,2227903.067
2023/4/6 23:30,1680795002,2327944.05
2023/4/6 23:32,1680795122,2419081.383
2023/4/6 23:34,1680795242,2432670.533
2023/4/6 23:36,1680795362,2418661.417
2023/4/6 23:38,1680795482,2296740.1
2023/4/6 23:40,1680795602,2248023.15
2023/4/6 23:42,1680795722,2288951.267
2023/4/6 23:44,1680795842,2483684.217
2023/4/6 23:46,1680795962,2099302.1
2023/4/6 23:48,1680796082,1779487.717
2023/4/6 23:50,1680796202,2048324.717
2023/4/6 23:52,1680796322,2193491.117
2023/4/6 23:54,1680796442,1908749.233
2023/4/6 23:56,1680796562,2113314.3
2023/4/6 23:58,1680796682,1951419.783
2023/4/7 0:00,1680796802,1934316.517
2023/4/7 0:02,1680796922,2072696.1
2023/4/7 0:04,1680797042,1785372.083
2023/4/7 0:06,1680797162,1588911.709
2023/4/7 0:08,1680797282,1543605.667
2023/4/7 0:10,1680797402,1916532.917
2023/4/7 0:12,1680797522,2173980.8
2023/4/7 0:14,1680797642,2307610.867
2023/4/7 0:16,1680797762,1799521.633
2023/4/7 0:18,1680797882,1785890.6
2023/4/7 0:20,1680798002,1572125.667
2023/4/7 0:22,1680798122,1418634.283
2023/4/7 0:24,1680798242,1487740.767
2023/4/7 0:26,1680798362,1276726.55
2023/4/7 0:28,1680798482,1704688.933
2023/4/7 0:30,1680798602,1598820.333
2023/4/7 0:32,1680798722,1216534.35
2023/4/7 0:34,1680798842,1155679.7
2023/4/7 0:36,1680798962,1835507.317
2023/4/7 0:38,1680799082,1169854.217
2023/4/7 0:40,1680799202,1059981.067
2023/4/7 0:42,1680799322,1476051.933
2023/4/7 0:44,1680799442,1007377.267
2023/4/7 0:46,1680799562,836183.8333
2023/4/7 0:48,1680799682,1494433.333
2023/4/7 0:50,1680799802,1183667.367
2023/4/7 0:52,1680799922,762010.65
2023/4/7 0:54,1680800042,1138515.117
2023/4/7 0:56,1680800162,947768.6167
2023/4/7 0:58,1680800282,750090.2
2023/4/7 1:00,1680800402,951620.7
2023/4/7 1:02,1680800522,1049258.733
2023/4/7 1:04,1680800642,674267.5167
2023/4/7 1:06,1680800762,1071048.35
2023/4/7 1:08,1680800882,921654.2167
2023/4/7 1:10,1680801002,783525.95
2023/4/7 1:12,1680801122,1191970.017
2023/4/7 1:14,1680801242,887467.2
2023/4/7 1:16,1680801362,1194359.533
2023/4/7 1:18,1680801482,1079763.817
2023/4/7 1:20,1680801602,783166.85
2023/4/7 1:22,1680801722,692826.35
2023/4/7 1:24,1680801842,1473315.017
2023/4/7 1:26,1680801962,972360.95
2023/4/7 1:28,1680802082,890496.3833
2023/4/7 1:30,1680802202,970371.6667
2023/4/7 1:32,1680802322,641111.9833
2023/4/7 1:34,1680802442,1012359.75
2023/4/7 1:36,1680802562,1048546.833
2023/4/7 1:38,1680802682,464376.6167
2023/4/7 1:40,1680802802,776141.7167
2023/4/7 1:42,1680802922,780466.6833
2023/4/7 1:44,1680803042,598200.2333
2023/4/7 1:46,1680803162,392094.0833
2023/4/7 1:48,1680803282,910738.2333
2023/4/7 1:50,1680803402,744530.4667
2023/4/7 1:52,1680803522,902882.9333
2023/4/7 1:54,1680803642,700108.2667
2023/4/7 1:56,1680803762,609513.1333
2023/4/7 1:58,1680803882,813526.8667
2023/4/7 2:00,1680804002,601364.9833
2023/4/7 2:02,1680804122,737590.0167
2023/4/7 2:04,1680804242,831027.4667
2023/4/7 2:06,1680804362,576067.5833
